sr_no,R,G,drv,Aeq_paper,SRR_1,SRR_2,SRR_5,SRR_10,SRR_15,SRR_20,SRR_25,SRR_30,SRR_35,Avg_V_tangent,Avg_V_curve,Avg_SR,Max_V_curve,age_grp,profession,exp_kmperyear_grp,C_Age_exp_kmperyear,trip_frequency,Speed_limit_on_real_road,Uniq_ID,configurations_RM,Vd_grp,R_grp,G_grp,PTL_grp,CL_grp,SW_grp,EW_grp,C_R_PTL,G_grp_rev,Cluster_both_direction,Cluster_both_direction_nominal,Cluster_both_direction_ordinal,Binary_logistic_H,Binary_logistic_L,Binary_logistic_HM,income_grp,edu_grp,gender_grp,marital_grp,age_2_grp,age_exp_2,age_scale,exp_years_scale,age_2_grp_s,income_grp_s,exp_kmperyear_grp_s,profession_s,pro_nonpro,stu_emplo,Cluster_2RG,mari_exp,occu_exp
1124,50,0,drv38,1.0504037,49,49,44,38,35,30,30,22,22,52.11174831,44.41702805,7.694720262,49.18484255,1,2,1,1,0,0,50_0_drv38,50_0_AtoB,1,1,2,1,1,1,1,1,0,1,RG_2,2,0,0,1,2,3,0,0,1,1,25,6,0,1,0,1,0,2,0,1,4
1125,50,0,drv39,1.226748407,59,50,47,36,33,27,21,15,15,61.99933842,47.3002408,14.69909762,56.2978561,2,1,3,6,1,1,50_0_drv39,50_0_AtoB,1,1,2,1,1,1,1,1,0,1,RG_2,2,0,0,1,1,2,1,0,2,6,28,10,1,0,2,0,0,1,0,3,3
1126,50,0,drv40,0.570922054,99,88,69,58,52,41,36,30,19,50.40956922,43.39400065,7.015568572,48.91702119,3,3,3,9,1,1,50_0_drv40,50_0_AtoB,1,1,2,1,1,1,1,1,0,2,RG_1,1,0,1,0,1,1,1,1,2,6,39,10,1,0,2,2,1,2,0,6,6
1127,50,0,drv42,0.363898074,61,55,39,30,17,14,8,8,6,58.00661179,40.35785528,17.64875651,44.97978296,1,2,1,1,0,1,50_0_drv42,50_0_AtoB,1,1,2,1,1,1,1,1,0,2,RG_1,1,0,1,0,2,3,1,0,1,1,24,7,0,1,0,1,0,2,0,1,4
1128,50,0,drv43,1.312652446,56,43,40,30,26,26,20,17,13,65.65412362,49.74326869,15.91085492,52.712762,1,1,2,2,0,1,50_0_drv43,50_0_AtoB,1,1,2,1,1,1,1,1,0,1,RG_2,2,0,0,1,1,2,1,0,1,2,24,5,0,0,1,0,0,1,0,2,2
1129,50,0,drv44,3.173709899,51,39,27,20,20,12,12,12,8,71.58370741,67.12568005,4.458027364,69.26759719,2,2,1,4,1,0,50_0_drv44,50_0_AtoB,1,1,2,1,1,1,1,1,0,3,RG_3,3,1,0,1,2,3,1,1,2,4,29,15,1,1,0,1,0,2,1,4,4
1130,50,0,drv45,0.724917259,44,35,26,12,12,12,12,9,9,62.15289654,42.8337485,19.31914805,48.49093571,2,2,2,5,1,1,50_0_drv45,50_0_AtoB,1,1,2,1,1,1,1,1,0,2,RG_1,1,0,1,0,2,2,1,1,2,5,34,5,1,1,1,1,0,2,0,5,5
1131,50,0,drv46,1.201866543,73,73,61,46,40,40,37,21,15,54.89162472,50.35926319,4.532361525,52.29600819,1,1,2,2,1,0,50_0_drv46,50_0_AtoB,1,1,2,1,1,1,1,1,0,1,RG_2,2,0,0,1,1,2,0,0,1,2,25,7,0,0,1,0,0,1,0,2,2
1132,50,0,drv47,2.930850775,60,56,52,37,34,30,26,19,19,61.42023673,65.19524503,-3.775008293,66.59489717,2,2,1,4,0,1,50_0_drv47,50_0_AtoB,1,1,2,1,1,1,1,1,0,3,RG_3,3,1,0,1,3,2,1,1,2,4,35,5,1,2,0,1,0,2,1,4,4
1133,75,4,drv1,2.493513934,53,45,30,27,15,11,11,11,11,88.16593962,74.44573333,13.72020629,84.52461507,1,1,2,2,0,1,75_4_drv1,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,1,2,1,0,1,2,25,9,0,0,1,0,0,1,0,2,2
1134,75,4,drv2,1.03111057,70,61,43,27,27,15,12,12,12,71.58466702,58.5397344,13.04493262,68.56192179,1,1,2,2,0,0,75_4_drv2,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,1,2,1,0,1,2,24,4,0,0,1,0,0,1,0,2,2
1135,75,4,drv3,0.876917258,87,64,44,35,15,9,6,0,0,67.18983245,58.59366357,8.596168877,63.68609581,3,3,3,9,0,1,75_4_drv3,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,3,1,1,1,2,6,50,20,1,2,2,2,1,2,0,6,6
1136,75,4,drv5,1.618409684,74,53,39,25,21,21,18,18,14,87.7882237,62.1871556,25.60106811,83.40796736,1,2,1,1,0,1,75_4_drv5,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,1,2,1,0,1,1,24,6,0,0,0,1,0,2,0,1,4
1137,75,4,drv6,3.554844739,63,55,36,28,20,20,20,20,20,84.73130921,80.03594505,4.695364156,81.87907498,1,1,2,2,1,0,75_4_drv6,75_4_BtoA,2,1,3,2,1,1,2,2,1,3,RG_3,3,1,0,1,1,2,1,0,1,2,24,8,0,0,1,0,0,1,1,2,2
1138,75,4,drv7,2.870014373,62,58,39,31,23,23,23,23,23,83.98767829,77.31496541,6.672712881,82.73682892,2,2,3,6,1,1,75_4_drv7,75_4_BtoA,2,1,3,2,1,1,2,2,1,3,RG_3,3,1,0,1,2,3,1,0,2,6,35,12,1,1,2,1,0,2,1,3,6
1139,75,4,drv8,1.72518982,84,70,50,33,23,17,17,13,10,84.25056586,65.93817494,18.31239092,76.2267554,1,1,2,2,0,1,75_4_drv8,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,1,2,1,0,1,2,24,5,0,0,1,0,0,1,0,2,2
1140,75,4,drv9,1.338927479,49,43,23,17,14,14,14,11,9,50.42482193,58.90984954,-8.485027606,71.75803491,2,2,2,5,1,1,75_4_drv9,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,3,2,1,1,2,5,32,15,1,2,1,1,0,2,0,5,5
1141,75,4,drv10,1.433991395,49,39,29,10,6,6,6,6,6,65.50103879,64.87788482,0.62315397,66.92264232,1,1,1,1,0,1,75_4_drv10,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,1,2,1,0,1,1,24,5,0,0,0,0,0,1,0,1,1
1142,75,4,drv11,1.716121337,75,62,34,17,14,10,10,7,7,72.15297184,68.14841722,4.004554623,69.25104423,1,1,3,3,0,1,75_4_drv11,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,1,2,1,0,1,3,25,3,0,0,2,0,0,1,0,3,3
1143,75,4,drv12,1.401888308,59,46,30,20,13,10,10,7,7,76.77682661,64.90735228,11.86947433,73.84244894,1,1,1,1,1,1,75_4_drv12,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,1,2,1,0,1,1,23,7,0,0,0,0,0,1,0,1,1
1144,75,4,drv13,2.05473625,61,55,41,24,24,24,24,20,20,78.42432179,66.93216282,11.49215896,75.69809465,1,2,2,2,0,0,75_4_drv13,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,2,3,1,1,1,2,24,3,0,1,1,1,0,2,0,5,5
1145,75,4,drv14,1.817203804,41,38,34,28,24,21,21,17,17,84.75113099,67.01649382,17.73463718,75.91102256,2,2,2,5,0,0,75_4_drv14,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,3,3,1,0,2,5,29,11,1,2,1,1,0,2,0,2,5
1146,75,4,drv15,1.172928261,103,94,73,44,44,29,26,24,12,64.46366646,58.87914576,5.584520707,60.14237625,1,1,1,1,0,0,75_4_drv15,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,1,2,1,0,1,1,24,6,0,0,0,0,0,1,0,1,1
1147,75,4,drv16,0.790955299,66,53,34,19,13,6,6,6,3,76.64687173,58.36870353,18.27816819,70.80820395,1,2,1,1,0,1,75_4_drv16,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,2,3,0,0,1,1,25,3,0,1,0,1,0,2,0,1,4
1148,75,4,drv17,2.250277786,54,43,36,29,21,21,14,11,11,74.47169155,72.06385186,2.407839684,74.11467216,2,2,3,6,1,1,75_4_drv17,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,3,2,1,0,2,6,30,12,1,2,2,1,0,2,0,3,6
1149,75,4,drv18,0.124790002,59,47,27,12,7,7,5,2,2,61.08883186,45.61495522,15.47387664,52.3307213,2,2,1,4,0,1,75_4_drv18,75_4_BtoA,2,1,3,2,1,1,2,2,1,2,RG_1,1,0,1,0,2,3,1,0,2,4,28,10,1,1,0,1,0,2,0,1,4
1150,75,4,drv19,0.287139208,62,55,45,21,17,2,2,2,2,54.34149487,48.07005146,6.271443412,49.3378649,2,3,3,6,1,1,75_4_drv19,75_4_BtoA,2,1,3,2,1,1,2,2,1,2,RG_1,1,0,1,0,2,1,1,1,2,6,35,16,1,1,2,2,1,2,0,6,6
1151,75,4,drv20,0.483075069,37,30,28,23,14,12,7,5,5,46.2848482,46.67289736,-0.388049156,56.30409638,2,1,1,4,0,1,75_4_drv20,75_4_BtoA,2,1,3,2,1,1,2,2,1,2,RG_1,1,0,1,0,1,2,1,0,2,4,26,5,1,0,0,0,0,1,0,1,1
1152,75,4,drv21,0.612287328,58,55,41,14,11,8,8,6,6,62.68362613,53.90138323,8.782242892,57.46974505,1,1,1,1,0,1,75_4_drv21,75_4_BtoA,2,1,3,2,1,1,2,2,1,2,RG_1,1,0,1,0,1,2,1,0,1,1,24,6,0,0,0,0,0,1,0,1,1
1153,75,4,drv22,3.281063897,55,51,43,38,34,26,21,21,17,100.0352493,83.43107567,16.6041736,90.94501247,3,3,3,9,1,1,75_4_drv22,75_4_BtoA,2,1,3,2,1,1,2,2,1,3,RG_3,3,1,0,1,2,1,1,1,2,6,45,26,1,1,2,2,1,2,1,6,6
1154,75,4,drv23,2.389857315,67,56,45,30,15,15,7,7,7,81.4803067,74.84028306,6.640023642,78.97903354,2,2,2,5,1,1,75_4_drv23,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,3,2,1,1,2,5,31,9,1,2,1,1,0,2,0,5,5
1155,75,4,drv27,0.609024048,66,53,50,42,26,21,18,16,13,58.81225542,53.1014442,5.710811222,55.92754912,3,3,3,9,1,1,75_4_drv27,75_4_BtoA,2,1,3,2,1,1,2,2,1,2,RG_1,1,0,1,0,2,1,1,1,2,6,46,21,1,1,2,2,1,2,0,6,6
1156,75,4,drv28,0.413524088,66,46,37,22,9,9,7,7,4,54.51009971,44.08441168,10.42568803,50.34621503,2,1,3,6,1,1,75_4_drv28,75_4_BtoA,2,1,3,2,1,1,2,2,1,2,RG_1,1,0,1,0,1,2,1,1,2,6,30,13,1,0,2,0,0,1,0,6,3
1157,75,4,drv29,1.669639645,69,55,38,17,10,10,10,10,10,79.98092663,65.58685548,14.39407115,67.29187199,1,1,1,1,0,0,75_4_drv29,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,1,2,1,0,1,1,24,5,0,0,0,0,0,1,0,1,1
1158,75,4,drv30,2.217417446,58,54,43,25,14,14,11,11,11,81.57762042,73.23485973,8.342760695,79.50903425,1,1,3,3,0,0,75_4_drv30,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,1,2,1,0,1,3,24,6,0,0,2,0,0,1,0,3,3
1159,75,4,drv31,0.497658812,57,54,34,28,20,8,8,3,3,71.67495307,52.149935,19.52501806,63.02043156,1,1,2,2,1,0,75_4_drv31,75_4_BtoA,2,1,3,2,1,1,2,2,1,2,RG_1,1,0,1,0,1,2,1,0,1,2,25,7,0,0,1,0,0,1,0,2,2
1160,75,4,drv32,2.508072423,72,68,42,26,23,23,19,19,19,85.29012364,73.45489016,11.83523349,79.28904966,1,1,3,3,0,0,75_4_drv32,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,1,2,1,0,1,3,24,8,0,0,2,0,0,1,0,3,3
1161,75,4,drv33,2.436266692,81,77,58,39,35,27,27,27,23,91.78477834,75.54477461,16.24000373,82.11202039,3,3,3,9,1,0,75_4_drv33,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,2,1,1,1,2,6,43,28,1,1,2,2,1,2,0,6,6
1162,75,4,drv34,2.262290415,51,40,33,25,22,14,11,11,7,74.07311221,72.83202581,1.241086405,76.41149313,1,1,2,2,0,0,75_4_drv34,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,1,2,1,0,1,2,24,6,0,0,1,0,0,1,0,2,2
1163,75,4,drv35,2.106277237,71,60,30,22,11,11,11,7,7,84.9592299,73.15145829,11.80777162,78.10184559,2,2,2,5,1,0,75_4_drv35,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,2,3,1,0,2,5,26,11,1,1,1,1,0,2,0,2,5
1164,75,4,drv38,0.441241159,49,49,38,29,24,20,20,15,15,51.59132874,45.39503951,6.196289234,48.36906256,1,2,1,1,0,0,75_4_drv38,75_4_BtoA,2,1,3,2,1,1,2,2,1,2,RG_1,1,0,1,0,2,3,0,0,1,1,25,6,0,1,0,1,0,2,0,1,4
1165,75,4,drv39,1.804819164,59,52,45,38,35,28,24,21,21,94.25862478,64.26355403,29.99507075,73.3454409,2,1,3,6,1,1,75_4_drv39,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,1,2,1,0,2,6,28,10,1,0,2,0,0,1,0,3,3
1166,75,4,drv41,1.026170325,81,67,55,32,23,17,15,15,15,59.38152269,58.55544205,0.826080641,62.40475815,3,3,3,9,1,0,75_4_drv41,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,2,1,1,1,2,6,56,38,1,1,2,2,1,2,0,6,6
1167,75,4,drv42,0.10976609,42,35,25,20,17,10,10,5,2,68.74050512,43.79301189,24.94749323,60.77446413,1,2,1,1,0,1,75_4_drv42,75_4_BtoA,2,1,3,2,1,1,2,2,1,2,RG_1,1,0,1,0,2,3,1,0,1,1,24,7,0,1,0,1,0,2,0,1,4
1168,75,4,drv43,1.362743621,82,62,45,27,17,14,3,3,3,86.74652408,63.71352123,23.03300286,73.92182596,1,1,2,2,0,1,75_4_drv43,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,1,2,1,0,1,2,24,5,0,0,1,0,0,1,0,2,2
1169,75,4,drv44,2.344981848,55,40,29,18,15,11,7,7,7,80.32735921,74.07186994,6.255489276,77.96166886,2,2,1,4,1,0,75_4_drv44,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,2,3,1,1,2,4,29,15,1,1,0,1,0,2,0,4,4
1170,75,4,drv45,0.417692498,45,39,34,21,13,11,8,5,5,54.95481716,51.27701191,3.677805251,53.75915019,2,2,2,5,1,1,75_4_drv45,75_4_BtoA,2,1,3,2,1,1,2,2,1,2,RG_1,1,0,1,0,2,2,1,1,2,5,34,5,1,1,1,1,0,2,0,5,5
1171,75,4,drv46,1.880895454,63,57,51,44,41,28,25,22,22,74.49819147,63.05078897,11.4474025,70.04964468,1,1,2,2,1,0,75_4_drv46,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,1,2,0,0,1,2,25,7,0,0,1,0,0,1,0,2,2
1172,75,4,drv47,1.77890727,64,48,38,26,13,13,13,13,13,66.82148696,64.50148747,2.319999486,65.3621331,2,2,1,4,0,1,75_4_drv47,75_4_BtoA,2,1,3,2,1,1,2,2,1,1,RG_2,2,0,0,1,3,2,1,1,2,4,35,5,1,2,0,1,0,2,0,4,4
1173,75,0,drv1,3.62726411,48,35,31,13,13,13,13,9,9,104.6550599,88.00640206,16.64865781,101.6642338,1,1,2,2,0,1,75_0_drv1,75_0_BtoA,2,1,2,2,1,1,2,2,0,3,RG_3,3,1,0,1,1,2,1,0,1,2,25,9,0,0,1,0,0,1,1,2,2
1174,75,0,drv2,1.56558766,49,39,28,18,14,14,14,14,14,93.01959187,67.32625862,25.69333325,94.92756131,1,1,2,2,0,0,75_0_drv2,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,0,1,2,24,4,0,0,1,0,0,1,0,2,2
1175,75,0,drv3,1.693368856,50,46,36,30,27,20,10,10,10,72.77334678,68.35556745,4.417779327,72.06292108,3,3,3,9,0,1,75_0_drv3,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,3,1,1,1,2,6,50,20,1,2,2,2,1,2,0,6,6
1176,75,0,drv5,2.853569143,73,53,32,20,20,20,20,16,16,106.7451714,75.6978188,31.04735264,115.9683641,1,2,1,1,0,1,75_0_drv5,75_0_BtoA,2,1,2,2,1,1,2,2,0,3,RG_3,3,1,0,1,1,2,1,0,1,1,24,6,0,0,0,1,0,2,1,1,4
1177,75,0,drv6,3.464094863,61,57,41,16,16,12,12,8,8,89.40170181,84.52085243,4.880849384,88.66993127,1,1,2,2,1,0,75_0_drv6,75_0_BtoA,2,1,2,2,1,1,2,2,0,3,RG_3,3,1,0,1,1,2,1,0,1,2,24,8,0,0,1,0,0,1,1,2,2
1178,75,0,drv7,1.995181779,74,57,49,39,32,25,25,14,11,82.06383306,69.78075078,12.28308228,74.58399399,2,2,3,6,1,1,75_0_drv7,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,2,3,1,0,2,6,35,12,1,1,2,1,0,2,0,3,6
1179,75,0,drv8,2.56400026,66,62,39,27,23,20,20,20,20,98.95051522,74.91869758,24.03181764,92.10508694,1,1,2,2,0,1,75_0_drv8,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,0,1,2,24,5,0,0,1,0,0,1,0,2,2
1180,75,0,drv9,1.089307765,69,56,41,25,9,9,6,6,6,73.2626408,59.31635455,13.94628625,66.97683493,2,2,2,5,1,1,75_0_drv9,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,3,2,1,1,2,5,32,15,1,2,1,1,0,2,0,5,5
1181,75,0,drv10,1.513425731,56,47,34,16,9,9,6,6,6,68.14087301,65.22541295,2.915460064,66.20829435,1,1,1,1,0,1,75_0_drv10,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,0,1,1,24,5,0,0,0,0,0,1,0,1,1
1182,75,0,drv11,2.136665154,60,49,41,26,15,11,11,8,8,93.53205672,75.4979453,18.03411142,91.66624014,1,1,3,3,0,1,75_0_drv11,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,0,1,3,25,3,0,0,2,0,0,1,0,3,3
1183,75,0,drv12,2.309506036,63,56,35,28,21,21,17,17,14,87.75658604,69.71414488,18.04244116,79.5084508,1,1,1,1,1,1,75_0_drv12,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,0,1,1,23,7,0,0,0,0,0,1,0,1,1
1184,75,0,drv13,1.615458872,72,61,48,31,27,14,14,14,3,76.87361368,68.02081254,8.852801139,78.3411449,1,2,2,2,0,0,75_0_drv13,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,2,3,1,1,1,2,24,3,0,1,1,1,0,2,0,5,5
1185,75,0,drv14,2.839209692,65,53,41,33,29,16,16,16,12,98.12808763,81.87765419,16.25043344,96.80472425,2,2,2,5,0,0,75_0_drv14,75_0_BtoA,2,1,2,2,1,1,2,2,0,3,RG_3,3,1,0,1,3,3,1,0,2,5,29,11,1,2,1,1,0,2,1,2,5
1186,75,0,drv15,1.721857338,99,93,67,48,38,35,32,16,16,66.10099637,65.67863924,0.42235713,68.52962041,1,1,1,1,0,0,75_0_drv15,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,0,1,1,24,6,0,0,0,0,0,1,0,1,1
1187,75,0,drv16,2.204860742,64,57,42,28,25,21,21,14,14,81.05449216,71.8179644,9.236527765,81.96923104,1,2,1,1,0,1,75_0_drv16,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,2,3,0,0,1,1,25,3,0,1,0,1,0,2,0,1,4
1188,75,0,drv17,2.531258022,59,48,33,22,22,22,15,15,15,82.27999113,75.41656281,6.863428317,81.24303781,2,2,3,6,1,1,75_0_drv17,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,3,2,1,0,2,6,30,12,1,2,2,1,0,2,0,3,6
1189,75,0,drv18,0.396828853,58,47,37,31,24,18,10,8,5,63.16574545,50.72980125,12.43594421,63.46163419,2,2,1,4,0,1,75_0_drv18,75_0_BtoA,2,1,2,2,1,1,2,2,0,2,RG_1,1,0,1,0,2,3,1,0,2,4,28,10,1,1,0,1,0,2,0,1,4
1190,75,0,drv19,1.590815107,66,60,48,39,27,21,15,12,12,64.13767437,63.81194483,0.32572954,64.77026624,2,3,3,6,1,1,75_0_drv19,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,2,1,1,1,2,6,35,16,1,1,2,2,1,2,0,6,6
1191,75,0,drv20,2.243796367,56,49,32,25,21,18,18,14,14,89.77750949,70.72587725,19.05163224,93.09314113,2,1,1,4,0,1,75_0_drv20,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,0,2,4,26,5,1,0,0,0,0,1,0,1,1
1192,75,0,drv21,0.924738511,81,64,35,20,14,9,9,3,3,68.97742063,58.22585404,10.75156658,66.25169554,1,1,1,1,0,1,75_0_drv21,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,0,1,1,24,6,0,0,0,0,0,1,0,1,1
1193,75,0,drv22,2.157821634,92,84,68,48,36,28,20,12,4,104.7841221,73.12319428,31.66092781,87.41798845,3,3,3,9,1,1,75_0_drv22,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,2,1,1,1,2,6,45,26,1,1,2,2,1,2,0,6,6
1194,75,0,drv23,2.989431334,65,61,42,38,27,27,27,27,23,99.93970809,75.69302688,24.24668121,98.94778783,2,2,2,5,1,1,75_0_drv23,75_0_BtoA,2,1,2,2,1,1,2,2,0,3,RG_3,3,1,0,1,3,2,1,1,2,5,31,9,1,2,1,1,0,2,1,5,5
1195,75,0,drv27,0.26475519,58,50,34,29,26,13,8,5,3,68.99914799,49.35121954,19.64792845,56.94197541,3,3,3,9,1,1,75_0_drv27,75_0_BtoA,2,1,2,2,1,1,2,2,0,2,RG_1,1,0,1,0,2,1,1,1,2,6,46,21,1,1,2,2,1,2,0,6,6
1196,75,0,drv28,1.178937934,58,50,32,20,18,18,12,6,6,64.17517632,61.06977365,3.105402663,63.64500552,2,1,3,6,1,1,75_0_drv28,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,1,2,6,30,13,1,0,2,0,0,1,0,6,3
1197,75,0,drv29,2.41482002,77,62,40,26,22,15,15,15,15,86.89795551,71.10488326,15.79307225,75.69860067,1,1,1,1,0,0,75_0_drv29,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,0,1,1,24,5,0,0,0,0,0,1,0,1,1
1198,75,0,drv30,3.118814466,48,36,36,16,16,16,12,12,12,92.9329086,81.8226867,11.11022191,93.96026412,1,1,3,3,0,0,75_0_drv30,75_0_BtoA,2,1,2,2,1,1,2,2,0,3,RG_3,3,1,0,1,1,2,1,0,1,3,24,6,0,0,2,0,0,1,1,3,3
1199,75,0,drv31,1.605668131,61,45,32,16,13,13,13,13,10,77.35817583,63.93671204,13.42146379,76.13105527,1,1,2,2,1,0,75_0_drv31,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,0,1,2,25,7,0,0,1,0,0,1,0,2,2
1200,75,0,drv32,2.840457291,99,87,56,28,20,16,16,12,8,90.78226138,80.25508128,10.5271801,85.48096888,1,1,3,3,0,0,75_0_drv32,75_0_BtoA,2,1,2,2,1,1,2,2,0,3,RG_3,3,1,0,1,1,2,1,0,1,3,24,8,0,0,2,0,0,1,1,3,3
1201,75,0,drv33,2.037809554,105,94,75,45,23,19,19,11,8,97.51876686,70.90959489,26.60917197,74.95416773,3,3,3,9,1,0,75_0_drv33,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,2,1,1,1,2,6,43,28,1,1,2,2,1,2,0,6,6
1202,75,0,drv34,3.157519412,79,64,53,34,23,23,23,23,15,87.68647658,78.79101682,8.895459762,89.46426163,1,1,2,2,0,0,75_0_drv34,75_0_BtoA,2,1,2,2,1,1,2,2,0,3,RG_3,3,1,0,1,1,2,1,0,1,2,24,6,0,0,1,0,0,1,1,2,2
1203,75,0,drv35,2.627898174,74,58,35,19,12,12,8,8,8,84.710047,78.68413142,6.025915583,81.45559093,2,2,2,5,1,0,75_0_drv35,75_0_BtoA,2,1,2,2,1,1,2,2,0,3,RG_3,3,1,0,1,2,3,1,0,2,5,26,11,1,1,1,1,0,2,1,2,5
1204,75,0,drv38,0.845708006,57,43,34,26,26,17,11,11,11,64.04672719,57.73500165,6.311725539,61.06769878,1,2,1,1,0,0,75_0_drv38,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,2,3,0,0,1,1,25,6,0,1,0,1,0,2,0,1,4
1205,75,0,drv39,2.746328682,66,49,45,33,29,16,12,8,8,105.6326509,78.46167464,27.17097628,91.87483294,2,1,3,6,1,1,75_0_drv39,75_0_BtoA,2,1,2,2,1,1,2,2,0,3,RG_3,3,1,0,1,1,2,1,0,2,6,28,10,1,0,2,0,0,1,1,3,3
1206,75,0,drv41,0.988757592,81,75,64,45,33,17,8,8,8,59.10460233,57.92279853,1.181803798,61.55278775,3,3,3,9,1,0,75_0_drv41,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,2,1,1,1,2,6,56,38,1,1,2,2,1,2,0,6,6
1207,75,0,drv42,0.285885854,46,41,21,10,10,10,5,5,5,66.32726839,48.85261556,17.47465283,66.0303812,1,2,1,1,0,1,75_0_drv42,75_0_BtoA,2,1,2,2,1,1,2,2,0,2,RG_1,1,0,1,0,2,3,1,0,1,1,24,7,0,1,0,1,0,2,0,1,4
1208,75,0,drv43,2.445745832,79,75,56,30,23,11,11,11,8,81.24750183,76.30254452,4.94495731,79.13570483,1,1,2,2,0,1,75_0_drv43,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,1,2,1,0,1,2,24,5,0,0,1,0,0,1,0,2,2
1209,75,0,drv44,4.232588478,59,59,46,34,34,25,21,21,21,101.2031534,88.32493046,12.87822293,98.71440808,2,2,1,4,1,0,75_0_drv44,75_0_BtoA,2,1,2,2,1,1,2,2,0,3,RG_3,3,1,0,1,2,3,1,1,2,4,29,15,1,1,0,1,0,2,1,4,4
1210,75,0,drv45,1.047092434,51,40,34,20,17,14,11,8,8,63.16934469,57.0727022,6.096642485,59.42375553,2,2,2,5,1,1,75_0_drv45,75_0_BtoA,2,1,2,2,1,1,2,2,0,1,RG_2,2,0,0,1,2,2,1,1,2,5,34,5,1,1,1,1,0,2,0,5,5
